Description:	Naive, three-loop dgemm.

Size:	testGflops/s	refGflops/s	percent
559	0.542		27.6		0.0197
560	0.442		28		0.0158
561	0.561		27.7		0.0202
562	0.558		27.9		0.02
563	0.554		27.6		0.0201
564	0.55		28.1		0.0196
565	0.358		27.6		0.013
566	0.547		27.9		0.0196
567	0.543		27.5		0.0197
568	0.542		28		0.0194
569	0.541		27.6		0.0196
570	0.358		27.9		0.0128
571	0.533		27.6		0.0193
572	0.54		28.2		0.0191
573	0.539		27.5		0.0196
574	0.539		28		0.0193
575	0.347		27.6		0.0126
576	0.555		28.1		0.0198
577	0.539		27.8		0.0194
578	0.537		28		0.0191
579	0.532		27.6		0.0193
580	0.323		28.2		0.0115
581	0.54		27.7		0.0195
582	0.537		28		0.0191
583	0.529		27.7		0.0191
584	0.518		28.1		0.0184
585	0.351		27.7		0.0127
586	0.501		28		0.0179
587	0.455		27.7		0.0164
588	0.452		28.3		0.016
589	0.473		27.7		0.0171
590	0.428		28		0.0153
591	0.453		27.7		0.0164
592	0.488		28		0.0174
593	0.394		27.8		0.0142
594	0.437		28		0.0156
595	0.458		27.7		0.0165
596	0.369		28.2		0.0131
597	0.456		27.8		0.0164
598	0.468		28		0.0167
599	0.462		27.7		0.0167
600	0.447		28.1		0.0159
601	0.376		27.8		0.0135
602	0.426		28.1		0.0151
603	0.441		27.8		0.0159
604	0.376		28.4		0.0133
605	0.449		27.8		0.0161
606	0.409		28.1		0.0146
607	0.356		27.7		0.0128
608	0.452		28.2		0.016
609	0.416		27.8		0.015
610	0.403		28		0.0144
611	0.428		27.7		0.0154
612	0.442		28.2		0.0156
613	0.438		27.7		0.0158
614	0.414		28		0.0148
615	0.394		27.7		0.0142
616	0.389		28.1		0.0139
617	0.393		27.8		0.0141
618	0.372		28		0.0133
619	0.395		27.7		0.0143
620	0.384		28.3		0.0136
621	0.415		27.8		0.0149
622	0.397		28		0.0142
623	0.364		27.7		0.0131
624	0.36		28.1		0.0128
625	0.365		27.9		0.0131
626	0.411		28.1		0.0146
627	0.404		27.8		0.0145
628	0.409		28.4		0.0144
629	0.345		27.8		0.0124
630	0.342		28.1		0.0122
631	0.372		27.7		0.0134
632	0.389		28.2		0.0138
633	0.407		27.9		0.0146
634	0.38		28.1		0.0135
635	0.354		27.9		0.0127
636	0.368		28.3		0.013
637	0.402		27.8		0.0145
638	0.366		28.1		0.013
639	0.374		27.8		0.0135
640	0.352		28		0.0126
641	0.373		27.8		0.0134
642	0.412		28.1		0.0147
643	0.409		27.7		0.0148
644	0.366		28.3		0.0129
645	0.35		27.9		0.0126
646	0.38		28.1		0.0135
647	0.362		27.7		0.013
648	0.367		28		0.0131
649	0.334		27.8		0.012
650	0.355		28		0.0127
651	0.435		27.8		0.0157
652	0.401		28.3		0.0142
653	0.368		27.8		0.0132
654	0.347		28.1		0.0123
655	0.382		27.7		0.0138
656	0.404		28.1		0.0144
657	0.354		27.8		0.0127
658	0.347		28.1		0.0124
659	0.355		27.8		0.0128
660	0.344		28.3		0.0122
661	0.34		27.8		0.0122
662	0.314		28		0.0112
663	0.335		27.8		0.0121
664	0.345		28.1		0.0123
665	0.351		27.8		0.0126
666	0.345		28.1		0.0123
667	0.33		27.7		0.0119
668	0.351		28.2		0.0124
669	0.356		27.8		0.0128
670	0.343		28		0.0123
671	0.38		27.8		0.0137
672	0.419		28		0.0149
673	0.319		27.8		0.0115
674	0.32		28		0.0114
675	0.389		27.7		0.0141
676	0.376		28.2		0.0133
677	0.336		27.8		0.0121
678	0.357		28		0.0128
679	0.399		27.6		0.0144
680	0.311		28.1		0.0111
681	0.32		27.7		0.0115
682	0.379		28		0.0135
683	0.366		27.4		0.0133
684	0.333		28.2		0.0118
685	0.349		27.7		0.0126
686	0.372		27.9		0.0133
687	0.341		27.7		0.0123
688	0.325		28.1		0.0116
689	0.327		27.7		0.0118
690	0.331		28.1		0.0118
691	0.326		27.7		0.0118
692	0.314		28.3		0.0111
693	0.31		27.8		0.0111
694	0.309		28.1		0.011
695	0.315		27.8		0.0113
696	0.333		28.1		0.0119
697	0.337		27.8		0.0121
698	0.338		28.1		0.0121
699	0.32		27.7		0.0115
700	0.319		28.3		0.0113
701	0.418		27.9		0.015
702	0.322		28.1		0.0115
703	0.327		27.8		0.0118
704	0.359		28.1		0.0128
705	0.355		27.7		0.0128
706	0.333		28.1		0.0119
707	0.316		27.7		0.0114
708	0.313		28.3		0.0111
709	0.312		27.8		0.0112
710	0.314		28		0.0112
711	0.329		27.7		0.0119
712	0.36		28		0.0128
713	0.355		27.4		0.0129
714	0.322		28		0.0115
715	0.317		27.7		0.0114
716	0.358		28.3		0.0126
717	0.331		27.6		0.012
718	0.312		28		0.0112
719	0.315		27.7		0.0114
720	0.349		28		0.0125
721	0.314		27.7		0.0113
722	0.311		28		0.0111
723	0.309		27.7		0.0112
724	0.391		28.3		0.0138
725	0.319		27.7		0.0115
726	0.313		28		0.0112
727	0.314		27.7		0.0113
728	0.331		27.9		0.0119
729	0.308		27.8		0.0111
730	0.308		28		0.011
731	0.308		27.7		0.0111
732	0.352		28.2		0.0125
733	0.32		27.7		0.0115
734	0.315		27.8		0.0114
735	0.326		27.7		0.0118
736	0.374		27.9		0.0134
737	0.365		27.8		0.0131
738	0.334		28.1		0.0119
739	0.308		27.7		0.0111
740	0.308		28.3		0.0109
741	0.308		27.8		0.0111
742	0.308		28		0.011
743	0.326		27.7		0.0117
744	0.337		28		0.0121
745	0.34		27.8		0.0122
746	0.318		28.1		0.0113
747	0.311		27.6		0.0113
748	0.308		28.3		0.0109
749	0.412		27.7		0.0149
750	0.307		28		0.011
751	0.311		27.6		0.0113
752	0.337		28		0.012
753	0.34		27.7		0.0123
754	0.33		28.1		0.0117
755	0.319		27.7		0.0115
756	0.308		28.2		0.0109
757	0.312		27.8		0.0112
758	0.313		28.1		0.0112
759	0.307		27.7		0.0111
760	0.31		27.9		0.0111
761	0.307		27.8		0.011
762	0.311		28.2		0.0111
763	0.307		27.7		0.0111
764	0.307		28.3		0.0109
765	0.306		27.6		0.0111
766	0.306		28		0.0109
767	0.306		27.6		0.0111
768	0.314		27.2		0.0116
769	0.306		27.2		0.0112
770	0.306		27.6		0.0111
771	0.307		27.4		0.0112
772	0.306		28		0.0109
773	0.306		27.4		0.0112
774	0.306		27.7		0.011
775	0.306		27.6		0.0111
776	0.306		27.9		0.0109
777	0.306		27.7		0.0111
778	0.306		27.9		0.011
779	0.306		27.7		0.0111
780	0.325		28.1		0.0116
781	0.306		27.7		0.011
782	0.306		28		0.0109
783	0.306		27.6		0.0111
784	0.323		28		0.0115
785	0.331		27.6		0.012
786	0.306		28		0.0109
787	0.306		27.7		0.0111
788	0.311		27.8		0.0112
789	0.355		27.6		0.0129
790	0.347		27.8		0.0125
791	0.316		27.7		0.0114
792	0.328		27.9		0.0118
793	0.305		27.7		0.011
794	0.308		28		0.011
795	0.305		27.7		0.011
796	0.314		28.2		0.0111
797	0.305		27.8		0.011
798	0.305		28		0.0109
799	0.325		27.7		0.0117
800	0.33		28		0.0118
801	0.305		27.8		0.011
802	0.307		28		0.011
803	0.305		27.7		0.011
